04-01-2020 20:13:25:760, 0.00, 0.00, 0
04-01-2020 20:13:25:761, 0.00, 0.00, 0
04-01-2020 20:13:25:761, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:762, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:763, 0.00, 0.00, 0
04-01-2020 20:13:25:764, 0.00, 0.00, 0
04-01-2020 20:13:25:764, 0.00, 0.00, 0
04-01-2020 20:13:26:549, 0.00, 0.00, 0
04-01-2020 20:13:26:558, 0.00, 0.00, 0
04-01-2020 20:13:26:566, 0.00, 0.00, 0
04-01-2020 20:13:26:578, 0.00, 0.00, 0
04-01-2020 20:13:26:587, 0.00, 0.00, 0
04-01-2020 20:13:26:594, 0.00, 0.00, 0
04-01-2020 20:13:26:603, 0.00, 0.00, 0
04-01-2020 20:13:26:611, 0.00, 0.00, 0
04-01-2020 20:13:26:619, 0.00, 0.00, 0
04-01-2020 20:13:26:627, 0.00, 0.00, 0
04-01-2020 20:13:26:640, 0.00, 0.00, 0
04-01-2020 20:13:26:648, 0.00, 0.00, 0
04-01-2020 20:13:26:656, 0.00, 0.00, 0
04-01-2020 20:13:26:664, 0.00, 0.00, 0
04-01-2020 20:13:26:673, 0.00, 0.00, 0
04-01-2020 20:13:26:680, 0.00, 0.00, 0
04-01-2020 20:13:26:693, 0.00, 0.00, 0
04-01-2020 20:13:26:701, 0.00, 0.00, 0
04-01-2020 20:13:26:709, 0.00, 0.00, 0
04-01-2020 20:13:26:718, 0.00, 0.00, 0
04-01-2020 20:13:26:726, 0.00, 0.00, 0
04-01-2020 20:13:26:734, 0.00, 0.00, 0
04-01-2020 20:13:26:742, 0.00, 0.00, 0
04-01-2020 20:13:26:755, 0.00, 0.00, 0
04-01-2020 20:13:26:762, 0.00, 0.00, 0
04-01-2020 20:13:26:771, 0.00, 0.00, 0
04-01-2020 20:13:26:779, 0.00, 0.00, 0
04-01-2020 20:13:26:788, 0.00, 0.00, 0
04-01-2020 20:13:26:795, 0.00, 0.00, 0
04-01-2020 20:13:26:808, 0.00, 0.00, 0
04-01-2020 20:13:26:816, 0.00, 0.00, 0
04-01-2020 20:13:26:824, 0.00, 0.00, 0
04-01-2020 20:13:26:832, 0.00, 0.00, 0
04-01-2020 20:13:26:841, 0.00, 0.00, 0
04-01-2020 20:13:26:848, 0.00, 0.00, 0
04-01-2020 20:13:26:857, 0.00, 0.00, 0
04-01-2020 20:13:26:869, 0.00, 0.00, 0
04-01-2020 20:13:26:877, 0.00, 0.00, 0
04-01-2020 20:13:26:886, 0.00, 0.00, 0
04-01-2020 20:13:26:893, 0.00, 0.00, 0
04-01-2020 20:13:26:902, 0.00, 0.00, 0
04-01-2020 20:13:26:910, 0.00, 0.00, 0
04-01-2020 20:13:26:919, 0.00, 0.00, 0
04-01-2020 20:13:26:931, 0.00, 0.00, 0
04-01-2020 20:13:26:938, 0.00, 0.00, 0
04-01-2020 20:13:26:947, 0.00, 0.00, 0
04-01-2020 20:13:26:955, 0.00, 0.00, 0
04-01-2020 20:13:26:964, 0.00, 0.00, 0
04-01-2020 20:13:26:971, 0.00, 0.00, 0
04-01-2020 20:13:26:984, 0.00, 0.00, 0
04-01-2020 20:13:26:992, 0.00, 0.00, 0
04-01-2020 20:13:26:000, 0.00, 0.00, 0
04-01-2020 20:13:27:009, 0.00, 0.00, 0
04-01-2020 20:13:27:017, 0.00, 0.00, 0
04-01-2020 20:13:27:024, 0.00, 0.00, 0
04-01-2020 20:13:27:033, 0.00, 0.00, 0
04-01-2020 20:13:27:045, 0.00, 0.00, 0
04-01-2020 20:13:27:053, 0.00, 0.00, 0
04-01-2020 20:13:27:062, 0.00, 0.00, 0
04-01-2020 20:13:27:070, 0.00, 0.00, 0
04-01-2020 20:13:27:078, 0.00, 0.00, 0
04-01-2020 20:13:27:086, 0.00, 0.00, 0
04-01-2020 20:13:27:094, 0.00, 0.00, 0
04-01-2020 20:13:27:107, 0.00, 0.00, 0
04-01-2020 20:13:27:115, 0.00, 0.00, 0
04-01-2020 20:13:27:124, 0.00, 0.00, 0
04-01-2020 20:13:27:131, 0.00, 0.00, 0
04-01-2020 20:13:27:139, 0.00, 0.00, 0
04-01-2020 20:13:27:148, 0.00, 0.00, 0
04-01-2020 20:13:27:160, 0.00, 0.00, 0
04-01-2020 20:13:27:169, 0.00, 0.00, 0
04-01-2020 20:13:27:176, 0.00, 0.00, 0
04-01-2020 20:13:27:185, 0.00, 0.00, 0
04-01-2020 20:13:27:193, 0.00, 0.00, 0
04-01-2020 20:13:27:200, 0.00, 0.00, 0
04-01-2020 20:13:27:209, 0.00, 0.00, 0
04-01-2020 20:13:27:221, 0.00, 0.00, 0
04-01-2020 20:13:27:229, 0.00, 0.00, 0
04-01-2020 20:13:27:238, 0.00, 0.00, 0
04-01-2020 20:13:27:246, 0.00, 0.00, 0
04-01-2020 20:13:27:254, 0.00, 0.00, 0
04-01-2020 20:13:27:262, 0.00, 0.00, 0
04-01-2020 20:13:27:274, 0.00, 0.00, 0
04-01-2020 20:13:27:283, 0.00, 0.00, 0
04-01-2020 20:13:27:290, 0.00, 0.00, 0
04-01-2020 20:13:27:299, 0.00, 0.00, 0
04-01-2020 20:13:27:308, 0.00, 0.00, 0
04-01-2020 20:13:27:315, 0.00, 0.00, 0
04-01-2020 20:13:27:323, 0.00, 0.00, 0
04-01-2020 20:13:27:336, 0.00, 0.00, 0
04-01-2020 20:13:27:344, 0.00, 0.00, 0
04-01-2020 20:13:27:353, 0.00, 0.00, 0
04-01-2020 20:13:27:361, 0.00, 0.00, 0
04-01-2020 20:13:27:368, 0.00, 0.00, 0
04-01-2020 20:13:27:377, 0.00, 0.00, 0
04-01-2020 20:13:27:385, 0.00, 0.00, 0
04-01-2020 20:13:27:398, 0.00, 0.00, 0
04-01-2020 20:13:27:406, 0.00, 0.00, 0
04-01-2020 20:13:27:413, 0.00, 0.00, 0
04-01-2020 20:13:27:422, 0.00, 0.00, 0
04-01-2020 20:13:27:430, 0.00, 0.00, 0
04-01-2020 20:13:27:439, 0.00, 0.00, 0
04-01-2020 20:13:27:451, 0.00, 0.00, 0
04-01-2020 20:13:27:458, 0.00, 0.00, 0
04-01-2020 20:13:27:467, 0.00, 0.00, 0
04-01-2020 20:13:27:475, 0.00, 0.00, 0
04-01-2020 20:13:27:484, 0.00, 0.00, 0
04-01-2020 20:13:27:491, 0.00, 0.00, 0
04-01-2020 20:13:27:500, 0.00, 0.00, 0
04-01-2020 20:13:27:512, 0.00, 0.00, 0
04-01-2020 20:13:27:520, 0.00, 0.00, 0
04-01-2020 20:13:27:529, 0.00, 0.00, 0
